,literal,grade,stroke_counts,freq,jlpt,ja_ons,ja_kuns,meanings,example
738,倦,9.0,11,0,,['ケン'],"['あき.る', 'あぐ.む', 'あぐ.ねる', 'う.む', 'つか.れる']","['lose interest in', 'tire of']",オルダス・ハックスリーが人間のもっとも危険な条件だと考えたのは倦怠であった。
739,健,4.0,11,572,2.0,['ケン'],['すこ.やか'],"['healthy', 'health', 'strength', 'persistence']",健はとても忙しくて来ることができない。
740,兼,8.0,10,1164,1.0,['ケン'],"['か.ねる', '-か.ねる']","['concurrently', 'and', 'beforehand', 'in advance']",彼は小説家兼画家である。
741,券,6.0,8,583,2.0,['ケン'],[],['ticket'],君はこの券で無料で食事ができる。
742,剣,8.0,10,1305,1.0,['ケン'],['つるぎ'],"['sabre', 'sword', 'blade', 'clock hand']",敵の体に剣を突き刺す。
743,喧,9.0,12,2249,,['ケン'],"['やかま.しい', 'かまびす.しい']","['noisy', 'boisterous']",ジーンは子供の教育のことでポールと喧嘩した。
744,圏,8.0,12,1216,1.0,['ケン'],['かこ.い'],"['sphere', 'circle', 'radius', 'range']",「サンフランシスコ圏：『郊外型』から『都市型』シリコンバレーへ」
745,堅,8.0,12,1049,1.0,['ケン'],"['かた.い', '-がた.い']","['strict', 'hard', 'solid', 'tough', 'tight', 'reliable']",ここに鉛筆が二本ある。一本は堅く、もう一本は柔らかい。
746,嫌,8.0,13,1207,1.0,"['ケン', 'ゲン']","['きら.う', 'きら.い', 'いや']","['dislike', 'detest', 'hate']",この卵は嫌な匂いがする。
747,建,4.0,9,300,3.0,"['ケン', 'コン']","['た.てる', 'た.て', '-だ.て', 'た.つ']",['build'],３０階建の超高層ビルが突然爆発炎上した。
748,憲,6.0,16,551,1.0,['ケン'],[],"['constitution', 'law']",私は、上杉憲信が好き。
749,懸,8.0,20,889,1.0,"['ケン', 'ケ']","['か.ける', 'か.かる']","['state of suspension', 'hang', 'depend', 'consult', 'distant', 'far apart']",彼は両親を失望させまいと一生懸命に勉強している。
750,拳,8.0,10,1935,1.0,"['ケン', 'ゲン']",['こぶし'],['fist'],彼は拳で私の顔面を殴った。
751,捲,9.0,11,0,,['ケン'],"['ま.く', 'ま.くる', 'まく.る', 'めく.る', 'まく.れる']","['roll', 'wind', 'coil', 'turn pages', 'roll up sleeves', 'strip off', 'be turned', 'be rolled up']",カレンの裾が捲れている。
752,検,5.0,12,290,2.0,['ケン'],['しら.べる'],"['examination', 'investigate']",われわれは英検２級に受かるために勉強しているのです。
753,権,6.0,15,156,2.0,"['ケン', 'ゴン']","['おもり', 'かり', 'はか.る']","['authority', 'power', 'rights']",旦那も子供の引き取り権を望んでいた。
754,牽,9.0,11,0,,['ケン'],['ひ.く'],"['pull', 'tug', 'drag', 'lead by hand']",
755,犬,1.0,4,1326,3.0,['ケン'],"['いぬ', 'いぬ-']",['dog'],チューたろうは田中さんの犬です。
756,献,8.0,13,637,1.0,"['ケン', 'コン']",['たてまつ.る'],"['offering', 'counter for drinks', 'present', 'offer']",星印は重要な参照文献を示す。
757,研,3.0,9,336,3.0,['ケン'],['と.ぐ'],"['polish', 'study of', 'sharpen']",彼の研究はついに実を結んだ。
758,硯,9.0,12,2500,,"['ケン', 'ゲン']",['すずり'],['inkstone'],硯石とは前方脇片拝殿の屋根の上に見える石のことでこの石の凹面は常に水を湛えているところからその名が来ている
759,絹,6.0,13,1916,1.0,['ケン'],['きぬ'],['silk'],日本は大量の絹を取引していたものだ。
760,県,3.0,9,140,3.0,['ケン'],['か.ける'],['prefecture'],日本には４３県があります。
761,肩,8.0,8,1215,2.0,['ケン'],['かた'],['shoulder'],髪の毛を肩のところで切りました。
762,見,1.0,7,22,4.0,['ケン'],"['み.る', 'み.える', 'み.せる']","['see', 'hopes', 'chances', 'idea', 'opinion', 'look at', 'visible']",あたりを見まわしたが、何も見えなかった。
763,謙,8.0,17,1582,1.0,['ケン'],['へりくだ.る'],"['self-effacing', 'humble oneself', 'condescend', 'be modest']",高倉謙は新しい仕事になれてなかった。
764,賢,8.0,16,1159,2.0,['ケン'],['かしこ.い'],"['intelligent', 'wise', 'wisdom', 'cleverness']",その少年は賢いことがわかった。
765,軒,8.0,10,1416,2.0,['ケン'],['のき'],"['flats', 'counter for houses', 'eaves']",彼は３軒先に住んでいます。
766,遣,8.0,13,664,1.0,['ケン'],"['つか.う', '-つか.い', '-づか.い', 'つか.わす', 'や.る']","['dispatch', 'despatch', 'send', 'give', 'donate', 'do', 'undertake']",政府が自衛隊に沖縄への災害派遣を要請した。
767,鍵,8.0,17,2029,,['ケン'],['かぎ'],['key'],ドアに鍵をかけるのを忘れちゃだめ。
768,険,5.0,11,707,2.0,['ケン'],['けわ.しい'],"['precipitous', 'inaccessible place', 'impregnable position', 'steep place', 'sharp eyes']",この種の保険は掛け捨てが多い。
769,顕,8.0,18,1536,1.0,['ケン'],"['あきらか', 'あらわ.れる']","['appear', 'existing']",ラテン語が世界最初の「国際語」として何百年以上もの間使われてきたことがわかると、英語との類似点はよりいっそう顕著になってくる。
770,験,4.0,18,410,3.0,"['ケン', 'ゲン']","['あかし', 'しるし', 'ため.す', 'ためし']","['verification', 'effect', 'testing']",この実験には以下の手段を使用した。
771,鹸,,19,0,,"['ケン', 'カン', 'セン']",['あ.く'],['saltiness'],この石鹸を使えば彼女の顔の色艶がよくなるだろう。
772,元,2.0,4,192,3.0,"['ゲン', 'ガン']",['もと'],"['beginning', 'former time', 'origin']",元どおりにしまってください。
773,原,2.0,10,172,2.0,['ゲン'],['はら'],"['meadow', 'original', 'primitive', 'field', 'plain', 'prairie', 'tundra', 'wilderness']",最高裁は原判決をくつがえしました。
774,厳,6.0,17,638,1.0,"['ゲン', 'ゴン']","['おごそ.か', 'きび.しい', 'いか.めしい', 'いつくし']","['stern', 'strictness', 'severity', 'rigidity']",彼は判事のようにとても厳めしい。
775,幻,8.0,4,1564,1.0,['ゲン'],['まぼろし'],"['phantasm', 'vision', 'dream', 'illusion', 'apparition']",「幻の料亭『百川』ものがたり絢爛の江戸料理」
776,弦,8.0,8,1773,1.0,['ゲン'],['つる'],"['bowstring', 'chord', 'hypotenuse']",弦は弾くと振動する。
777,減,5.0,12,261,2.0,['ゲン'],"['へ.る', 'へ.らす']","['dwindle', 'decrease', 'reduce', 'decline', 'curtail', 'get hungry']",いい加減にしろよ。
778,源,6.0,13,738,1.0,['ゲン'],['みなもと'],"['source', 'origin']",青い色は喜びの源として神によって永久に定められている。
779,玄,8.0,5,1409,1.0,['ゲン'],"['くろ', 'くろ.い']","['mysterious', 'occultness', 'black', 'deep', 'profound']",突然人が玄関に現れた。
780,現,5.0,11,85,2.0,['ゲン'],"['あらわ.れる', 'あらわ.す', 'うつつ', 'うつ.つ']","['present', 'existing', 'actual']",現段階ではその問題についてコメントできません。
781,絃,9.0,11,0,1.0,['ゲン'],['いと'],"['string', 'cord', 'samisen music']",
782,舷,8.0,11,0,,['ゲン'],"['ふなばた', 'ふなべり']",['gunwale'],船が右舷にかしぐ。
783,言,2.0,7,83,4.0,"['ゲン', 'ゴン']","['い.う', 'こと']","['say', 'word']",「敢闘言万丈編」
784,諺,9.0,16,0,,['ゲン'],['ことわざ'],['proverb'],諺にもある通り「虎穴に入らずんば虎子を得ず」だ。
785,限,5.0,9,405,2.0,['ゲン'],"['かぎ.る', 'かぎ.り', '-かぎ.り']","['limit', 'restrict', 'to best of ability']",配達のレシートに受け取った品物の正確なリストがない限り、サインをしてはいけません。
786,乎,9.0,5,0,,"['コ', 'オ']","['か', 'ああ', 'かな', 'や', 'よ', 'を']","['question mark', '?']",
787,個,5.0,10,451,2.0,"['コ', 'カ']",[],"['individual', 'counter for articles']",卵が全部で１０個あった。
788,古,2.0,5,509,4.0,['コ'],"['ふる.い', 'ふる-', '-ふる.す']",['old'],彼らは古新聞を売り生計をたてている。
789,呼,6.0,8,498,2.0,['コ'],['よ.ぶ'],"['call', 'call out to', 'invite']",肺炎にかかると呼吸困難になる。
790,固,4.0,8,750,2.0,['コ'],"['かた.める', 'かた.まる', 'かた.まり', 'かた.い']","['harden', 'set', 'clot', 'curdle']",卵は固ゆでにして下さい。
791,姑,,8,2041,,['コ'],"['しゅうとめ', 'しゅうと', 'おば', 'しばらく']",['mother-in-law'],私は姑と仲良く暮らしています。
792,孤,8.0,9,1239,1.0,['コ'],[],"['orphan', 'alone']",その国は経済的にも政治的にも孤立している。
793,己,6.0,3,1098,1.0,"['コ', 'キ']","['おのれ', 'つちのと', 'な']",['self'],己の欲せざる所は人に施す勿れ。
794,庫,3.0,10,852,2.0,"['コ', 'ク']",['くら'],"['warehouse', 'storehouse']",私たちの冷蔵庫は故障している。
795,弧,8.0,9,2371,1.0,['コ'],[],"['arc', 'arch', 'bow']",要素ＣとＤは弧の生成には無関係なので排除することができる。
796,戸,2.0,4,575,2.0,['コ'],['と'],"['door', 'counter for houses', 'door radical (no. 63)']",見ると戸に鍵が掛けられていた。
797,故,5.0,9,612,2.0,['コ'],"['ゆえ', 'ふる.い', 'もと']","['happenstance', 'especially', 'intentionally', 'reason', 'cause', 'circumstances', 'the late', 'therefore', 'consequently']",投機を続けるのは渓壑故のものだ。
798,枯,8.0,9,1749,2.0,['コ'],"['か.れる', 'か.らす']","['wither', 'die', 'dry up', 'be seasoned']",霜で花はみんな枯れた。
799,湖,3.0,12,1344,2.0,['コ'],['みずうみ'],['lake'],城は美しい湖に面して立っている。
800,狐,,9,2185,,['コ'],['きつね'],['fox'],この山に狐がいるって知ってた？
801,糊,9.0,15,0,,"['コ', 'ゴ', 'コツ']",['のり'],"['paste', 'glue', 'sizing']",彼はメモをドアに糊で貼った。
802,袴,9.0,11,2175,,"['コ', 'ク']","['はかま', 'ずぼん']","[""men's formal divided skirt""]",紺屋の白袴。
803,股,8.0,8,2212,,['コ'],"['また', 'もも']","['thigh', 'crotch']",十年間世界を股をかけて歩いた。
804,胡,9.0,9,1995,1.0,"['ウ', 'コ', 'ゴ']",['なんぞ'],"['barbarian', 'foreign']",俺は葵の指さした場所に胡坐をかく。
805,菰,,12,0,,['コ'],"['こも', 'まこも']",['reed used for matting'],菰田は、葛西と比べて若槻をくみしやすしと見ているのだろう。
806,虎,8.0,8,1653,1.0,['コ'],['とら'],"['tiger', 'drunkard']",虎の尻尾を踏む。
807,誇,8.0,13,1272,1.0,['コ'],['ほこ.る'],"['boast', 'be proud', 'pride', 'triumphantly']",彼は自分のことにあまりに誇りを持っているためそれができなかった。
808,跨,9.0,13,0,,"['コ', 'カ']","['また.がる', 'またが.る', 'また.ぐ']","['be', 'sit or stand astride', 'extend over', 'straddle']",
809,鈷,,13,0,,['コ'],[],['cobalt'],
810,雇,8.0,12,975,2.0,['コ'],['やと.う'],"['employ', 'hire']",いきなり解雇を言い渡された。
811,顧,8.0,21,1058,1.0,['コ'],['かえり.みる'],"['look back', 'review', 'examine oneself', 'turn around']",電話は彼女がもっと多くの顧客を見つけるのに役立った。
812,鼓,8.0,13,1795,1.0,['コ'],['つづみ'],"['drum', 'beat', 'rouse', 'muster']",兵士たちはその歌に士気を鼓舞された。
813,五,1.0,4,31,4.0,['ゴ'],"['いつ', 'いつ.つ']",['five'],三に二を足すと五になる。
814,互,8.0,4,914,2.0,['ゴ'],"['たが.い', 'かたみ.に']","['mutually', 'reciprocally', 'together']",議論は相互の尊敬の念に基づいている。
815,伍,9.0,6,1881,1.0,['ゴ'],['いつつ'],"['five', 'five-man squad', 'file', 'line']",日本は世界の経済大国に伍している。
816,午,2.0,4,154,4.0,['ゴ'],['うま'],"['noon', 'sign of the horse', '11AM-1PM', 'seventh sign of Chinese zodiac']",ほとんど正午近かった。
817,呉,8.0,7,1729,1.0,['ゴ'],"['く.れる', 'くれ']","['give', 'do something for', 'kingdom of Wu']",実家は呉服屋。
818,吾,9.0,7,1828,1.0,['ゴ'],"['われ', 'わが-', 'あ-']","['I', 'my', 'our', ""one's own""]",吾郎は英語が得意だ。
819,娯,8.0,10,1827,1.0,['ゴ'],[],"['recreation', 'pleasure']",娯楽という点ではほとんど何もありませんでした。
820,後,2.0,9,26,4.0,"['ゴ', 'コウ']","['のち', 'うし.ろ', 'うしろ', 'あと', 'おく.れる']","['behind', 'back', 'later']",私は後から行きます。
821,御,8.0,12,1087,2.0,"['ギョ', 'ゴ']","['おん-', 'お-', 'み-']","['honorable', 'manipulate', 'govern']",休みになったらいつか御出かけになって下さい。
822,悟,8.0,10,1411,1.0,['ゴ'],['さと.る'],"['enlightenment', 'perceive', 'discern', 'realize', 'understand']",彼女は自分の運命に立ち向かう覚悟ができていた。
823,梧,9.0,11,0,1.0,['ゴ'],['あおぎり'],"['Chinese parasol tree', 'phoenix tree']",
824,檎,9.0,17,0,,"['キン', 'ゴン', 'ゴ']",[],['apple'],彼らは、林檎が好き。
825,瑚,9.0,13,0,1.0,"['コ', 'ゴ']",[],"['ancestral offering receptacle', 'coral']",世界で最大の珊瑚礁はオーストラリアのグレート・バリア・リーフだ。
826,碁,8.0,13,1609,1.0,['ゴ'],[],['Go'],父は碁をやります。
827,語,2.0,14,301,4.0,['ゴ'],"['かた.る', 'かた.らう']","['word', 'speech', 'language']",５０語以内で書きなさい。
828,誤,6.0,14,1150,2.0,['ゴ'],"['あやま.る', '-あやま.る']","['mistake', 'err', 'do wrong', 'mislead']",彼は約束を破ったが、それは大きな誤りだった。
829,護,5.0,20,351,1.0,['ゴ'],['まも.る'],"['safeguard', 'protect']",護教論には興味ないんだ。
830,醐,9.0,16,0,,"['ゴ', 'コ']",[],['boiled butter'],
831,乞,8.0,3,2478,,"['コツ', 'キツ', 'キ', 'キケ', 'コチ']",['こ.う'],"['beg', 'invite', 'ask']",彼は金持ちのくせに乞食のような生活をしている。
832,鯉,9.0,18,2369,1.0,['リ'],['こい'],['carp'],私は網で鯉を捕った。
833,交,2.0,6,178,2.0,['コウ'],"['まじ.わる', 'まじ.える', 'ま.じる', 'まじ.る', 'ま.ざる', 'ま.ぜる', '-か.う', 'か.わす', 'かわ.す', 'こもごも']","['mingle', 'mixing', 'association', 'coming & going']",彼は外交官として長年人生を送ってきた。
834,佼,,8,0,,"['キョウ', 'コウ']","['こう.す', 'うつく.しい']","['beautiful', 'clever', 'deceive', 'sly']",
835,侯,8.0,9,2363,1.0,['コウ'],[],"['marquis', 'lord', 'daimyo']",爵位は侯爵。
836,候,4.0,10,510,2.0,['コウ'],['そうろう'],"['climate', 'season', 'weather', 'wait for', 'expect']",彼は立候補した。
837,倖,9.0,10,0,1.0,['コウ'],"['しあわ.せ', 'さいわ.い']","['happiness', 'luck']",僥倖をたのむな。
838,光,2.0,6,527,3.0,['コウ'],"['ひか.る', 'ひかり']","['ray', 'light']",黒い紙は、光を吸収する。
839,公,2.0,4,118,2.0,"['コウ', 'ク']",['おおやけ'],"['public', 'prince', 'official', 'governmental']",その問題は公にしてさばかれるべきだ。
840,功,4.0,5,857,1.0,"['コウ', 'ク']",['いさお'],"['achievement', 'merits', 'success', 'honor', 'credit']",解決策が功を奏したのは試行錯誤の結果だった。
841,効,5.0,8,538,2.0,['コウ'],"['き.く', 'ききめ', 'なら.う']","['merit', 'efficacy', 'efficiency', 'benefit']",このパスポートは５年間有効です。
842,勾,8.0,4,0,,"['コウ', 'ク']","['かぎ', 'ま.がる']","['be bent', 'slope', 'capture']",屋根の勾配をどうするか決めるのはとても重要です。
843,厚,5.0,9,768,2.0,['コウ'],"['あつ.い', 'あか']","['thick', 'heavy', 'rich', 'kind', 'cordial', 'brazen', 'shameless']",厚顔無恥とはまさにあいつのことだ。
844,口,1.0,3,284,4.0,"['コウ', 'ク']",['くち'],['mouth'],口に食べ物を入れたまましゃべるな。
845,向,3.0,6,182,2.0,['コウ'],"['む.く', 'む.い', '-む.き', 'む.ける', '-む.け', 'む.かう', 'む.かい', 'む.こう', 'む.こう-', 'むこ', 'むか.い']","['yonder', 'facing', 'beyond', 'confront', 'defy', 'tend toward', 'approach']",彼は自分の思い通りにならないと腹を立てる傾向がある。
846,后,6.0,6,1583,1.0,"['コウ', 'ゴ']",['きさき'],"['empress', 'queen', 'after', 'behind', 'back', 'later']",天皇皇后両陛下、英国を訪問する予定だ。
